,vh,vv,vv_by_vh
197,"[0.08770447596907616, 0.13508598506450653, 0.05428584665060043, 0.0911671482026577, 0.08932243287563324, 0.07899090647697449, 0.10556336119771004, 0.09618287160992622, 0.16900206357240677, 0.31301333010196686, 0.0947512611746788, 0.07429486885666847, 0.11771837249398232, 0.41263696551322937, 0.3162476569414139, 0.3941376507282257, 0.13946907967329025, 0.22856084257364273]","[0.025321451015770435, 0.03017129097133875, 0.020268956199288368, 0.024010509252548218, 0.04446282237768173, 0.03334945999085903, 0.0355337280780077, 0.03868629038333893, 0.03213527239859104, 0.0532411765307188, 0.015276267193257809, 0.013740797992795706, 0.0076373901683837175, 0.025936534628272057, 0.04061354324221611, 0.015361220575869083, 0.025814835913479328, 0.02336734626442194]","[3.463643371560855, 4.477302121173125, 2.6782753939991433, 3.796968537557453, 2.008924042583247, 2.36858127533776, 2.970793297172908, 2.486226274394854, 5.259082962676756, 5.879158773310844, 6.202514002667964, 5.406881674239097, 15.413429181776996, 15.909487193537236, 7.786753671191324, 25.65796440338705, 5.4026715544787125, 9.781206645687408]"
198,"[0.080564484000206, 0.08829799294471741, 0.05845826864242554, 0.07512615621089935, 0.12282735109329224, 0.07558970898389816, 0.05836360529065132, 0.05931632220745087, 0.2383272498846054, 0.2190185934305191, 0.15878871083259583, 0.12911514937877655, 0.03035019338130951, 0.24483558535575867, 0.20930808782577515, 0.21777041256427765, 0.06407027691602707, 0.06867554783821106]","[0.02266339585185051, 0.024701733142137527, 0.01866993121802807, 0.025852970778942108, 0.03743486851453781, 0.02865704335272312, 0.03644094243645668, 0.02836751937866211, 0.04655054956674576, 0.0469491109251976, 0.02460949309170246, 0.016729457303881645, 0.007347017992287874, 0.053993239998817444, 0.028388334438204765, 0.01780916377902031, 0.030052589252591133, 0.032472193241119385]","[3.554828434664073, 3.574566709009337, 3.1311453673689504, 2.905900325856999, 3.2810947645132584, 2.637735793379232, 1.6015942889628043, 2.0909943310752888, 5.119751584089973, 4.665021107204221, 6.452335699922821, 7.717832505470375, 4.130954002449422, 4.534559981233225, 7.373031633165847, 12.227997634611977, 2.1319386618410237, 2.114903275188925]"
199,"[0.2823980450630188, 0.23962537944316864, 0.2247411459684372, 0.1819736808538437, 0.20014223456382751, 0.2108411341905594, 0.20177766680717468, 0.3214340806007385, 0.18338358402252197, 0.21616435050964355, 0.2563599944114685, 0.2357996106147766, 0.2738645374774933, 0.24571357667446136, 0.2676964998245239, 0.26192060112953186, 0.2971760332584381, 0.2829734981060028]","[0.06434846669435501, 0.08622638881206512, 0.05819735303521156, 0.07012602686882019, 0.06498434394598007, 0.04891602694988251, 0.038947008550167084, 0.05443193018436432, 0.04090217873454094, 0.04803204908967018, 0.04755228012800217, 0.03545384481549263, 0.05723452940583229, 0.0455273874104023, 0.04130329191684723, 0.06210287660360336, 0.05004474148154259, 0.061010267585515976]","[4.388574577920631, 2.779026035352641, 3.8617073500312022, 2.594952102366344, 3.079853121702682, 4.310266948020516, 5.180825801993695, 5.905248619918885, 4.4834673774396965, 4.500419086974411, 5.39111886373048, 6.650889680425769, 4.784953075015343, 5.397049790261403, 6.481238840803704, 4.217527680744093, 5.938206981607489, 4.63812911014312]"
200,"[0.008693088311702013, 0.018512088805437088, 0.013084843289107084, 0.014821705408394337, 0.01269248640164733, 0.01346471905708313, 0.02429615892469883, 0.0086880954913795, 0.015190485399216413, 0.016243353486061096, 0.015973776578903198, 0.01297954423353076, 0.011970764491707087, 0.016812563873827457, 0.021685007959604263, 0.01304604159668088, 0.011698584537953138, 0.010396037250757217]","[0.003888841951265931, 0.004819388967007399, 0.004820241127163172, 0.00496923690661788, 0.004728734493255615, 0.004200918599963188, 0.005869267974048853, 0.0037273832131177187, 0.005302518140524626, 0.005770120536908507, 0.005307801067829132, 0.004308250499889255, 0.003743886132724583, 0.004111383343115449, 0.003983925795182586, 0.005354695720598102, 0.005557365249842405, 0.00532367080450058]","[2.23539254632659, 3.841169271077154, 2.7145619781074792, 2.9826924509586648, 2.6841190639377324, 3.2051844701778127, 4.139555227691943, 2.3308833555947848, 2.8647682094895166, 2.8150804445350284, 3.0094904414788863, 3.0127180937748177, 3.197416819671131, 4.089271778069603, 5.443125468307179, 2.436374030833573, 2.1050595042830564, 1.9527949102278277]"
201,"[0.009728046599775553, 0.019354152493178844, 0.008701851591467857, 0.013671224936842918, 0.015044296626001596, 0.014701345935463905, 0.012483818922191858, 0.010040707886219025, 0.02322789467871189, 0.014245855621993542, 0.010745175648480654, 0.015954508911818266, 0.010135882534086704, 0.020325826480984688, 0.015405109617859125, 0.016308704391121864, 0.013090723194181919, 0.0127997943200171]","[0.0053019176702946424, 0.005737022031098604, 0.005145943490788341, 0.006282826187089086, 0.005200268467888236, 0.00461571803316474, 0.005214741453528404, 0.005761342588812113, 0.0054748947732150555, 0.00571358622983098, 0.004959972575306892, 0.0034457265865057707, 0.003648399841040373, 0.005259977886453271, 0.005361397983506322, 0.004504108801484108, 0.005535501521080732, 0.004682842176407576]","[1.8348166087676985, 3.3735538033959136, 1.691011882863635, 2.1759673958411656, 2.8929846062564724, 3.1850615288525357, 2.3939478176324624, 1.7427722325898418, 4.242619381901222, 2.493329941817464, 2.1663780364381973, 4.630230667255974, 2.778172068770941, 3.864241812371973, 2.8733381974721968, 3.620850452313259, 2.3648666962385967, 2.733338822414983]"
202,"[0.09592035412788391, 0.5850488245487213, 0.11209146305918694, 0.5180874168872833, 0.10327452421188354, 0.5131877660751343, 0.10413496196269989, 0.5102744400501251, 0.11214467138051987, 0.33558277785778046, 0.1559368148446083, 0.3768059313297272, 0.37481309473514557, 0.10359567031264305, 0.38027235865592957, 0.37369905412197113, 0.13391656428575516, 0.4908650815486908]","[0.027492227964103222, 0.054374298080801964, 0.02323981001973152, 0.05792227387428284, 0.031082953326404095, 0.05087381415069103, 0.025555945001542568, 0.07540561631321907, 0.028002064675092697, 0.08887170627713203, 0.031712351366877556, 0.041310057044029236, 0.0663832314312458, 0.02866406086832285, 0.0772181935608387, 0.08069561049342155, 0.03463507257401943, 0.0865936167538166]","[3.4889989364677074, 10.75965750728993, 4.823252124867494, 8.944528283053321, 3.32254541990882, 10.087463946678815, 4.07478424125636, 6.767061460389799, 4.004871522215661, 3.776036175240294, 4.917226510282642, 9.12140912630836, 5.646201407404302, 3.614130977063631, 4.924647173419311, 4.630971273864217, 3.86650162200639, 5.668605838975492]"
203,"[0.08230610564351082, 0.08677693456411362, 0.29895929992198944, 0.06881936639547348, 0.09758605435490608, 0.10459809005260468, 0.039725033566355705, 0.06723226234316826, 0.03014133032411337, 0.03724110312759876, 0.08055797591805458, 0.1388341635465622, 0.0711560919880867, 0.0664360448718071, 0.03894971311092377, 0.20453640818595886, 0.08576829731464386, 0.1263815388083458]","[0.004717368166893721, 0.006485493388026953, 0.02631711307913065, 0.008223536890000105, 0.03898799978196621, 0.03374535217881203, 0.02114272676408291, 0.030079706571996212, 0.014018299523741007, 0.03151766303926706, 0.02560261357575655, 0.02682071551680565, 0.02435806207358837, 0.033221637830138206, 0.02641554269939661, 0.03360533528029919, 0.01750282011926174, 0.014292126055806875]","[17.447462807997773, 13.380159283534988, 11.35988202897007, 8.3685848699917, 2.5029766825854, 3.099629528189649, 1.8788983090790479, 2.23513690807611, 2.1501416967918856, 1.1815946848978305, 3.1464747018771546, 5.17637806715372, 2.921254234968133, 1.9997823470201475, 1.474499825885215, 6.086426648624048, 4.900255886207526, 8.842738883974306]"
204,"[0.28629572689533234, 0.22972776740789413, 0.06794025003910065, 0.06592736020684242, 0.03858013637363911, 0.06504550948739052, 0.12108777463436127, 0.13197632133960724, 0.04139740951359272, 0.07502365857362747, 0.07437155023217201, 0.307411327958107, 0.03431501425802708, 0.1042463518679142, 0.09905359894037247, 0.16883618384599686, 0.11468435451388359, 0.08158088475465775]","[0.016565480269491673, 0.01769062038511038, 0.01739573571830988, 0.019989999011158943, 0.019187787547707558, 0.01609654165804386, 0.032498909160494804, 0.045469729229807854, 0.024775778874754906, 0.02593833301216364, 0.021344617009162903, 0.08318914845585823, 0.008645669557154179, 0.008921577595174313, 0.011829246766865253, 0.010553934145718813, 0.010981114581227303, 0.010599801316857338]","[17.28266987964108, 12.985851395084401, 3.9055692233580066, 3.298017181993858, 2.0106610143413035, 4.040961771119673, 3.7259027383464853, 2.9025095063264565, 1.6708822646045771, 2.8923855106049237, 3.4843234807279746, 3.695329663354174, 3.969040689235208, 11.684744178462465, 8.373618446935286, 15.99746421712182, 10.443780880853527, 7.696454142486239]"
205,"[0.29476431012153625, 0.31774523854255676, 0.26398830115795135, 0.36752571165561676, 0.18626844137907028, 0.36323830485343933, 0.19075290858745575, 0.2789084166288376, 0.22638153284788132, 0.2897253930568695, 0.1427248790860176, 0.3634430766105652, 0.3891487419605255, 0.1787397861480713, 0.2825000137090683, 0.09541124477982521, 0.12390024587512016, 0.09928448870778084]","[0.049143875017762184, 0.059971507638692856, 0.046140821650624275, 0.0771324448287487, 0.04539113491773605, 0.06612231582403183, 0.03197766840457916, 0.07072092220187187, 0.0592645239084959, 0.03507826663553715, 0.03480718098580837, 0.07486921548843384, 0.06363248452544212, 0.051636967808008194, 0.043236782774329185, 0.03446864150464535, 0.04559584520757198, 0.022107678465545177]","[5.997986728051032, 5.298269979418553, 5.72136107928151, 4.764865323167263, 4.103630405290617, 5.4934298704859055, 5.965191275801089, 3.9437893051323263, 3.819849007770874, 8.259398791482873, 4.100443501707581, 4.8543727116616, 6.115567305955695, 3.4614694420602903, 6.5337889542696495, 2.768059332044363, 2.7173582441793265, 4.490950456987862]"
206,"[0.07117118313908577, 0.08494168892502785, 0.3281335234642029, 0.24490217119455338, 0.3833995461463928, 0.22494691610336304, 0.06670824810862541, 0.077273890376091, 0.0667453482747078, 0.06468821689486504, 0.039185503497719765, 0.05262905918061733, 0.12090431153774261, 0.06092517264187336, 0.08535052463412285, 0.2112404927611351, 0.2066892758011818, 0.10939342528581619]","[0.010916487779468298, 0.009863103274255991, 0.013676493894308805, 0.006904481211677194, 0.015724177472293377, 0.01768419612199068, 0.018403506837785244, 0.023511480540037155, 0.02654449362307787, 0.026973359286785126, 0.019803186878561974, 0.026911361142992973, 0.03123445436358452, 0.025168760679662228, 0.034733815118670464, 0.04392966255545616, 0.025087418034672737, 0.01251485850661993]","[6.519604526370134, 8.612065245908651, 23.992517819259874, 35.470032242301265, 24.382804558264368, 12.720222878756513, 3.624757427843212, 3.2866450177181776, 2.514470579942771, 2.398226198193908, 1.9787473469808137, 1.9556446402310865, 3.87086357041351, 2.420666373577318, 2.457274685850573, 4.808607225117384, 8.23876237544738, 8.741083666902892]"
207,"[0.10373756662011147, 0.12011507153511047, 0.015449002385139465, 0.011535150464624166, 0.016285604797303677, 0.017444071359932423, 0.012728525791317225, 0.011209208983927965, 0.011396706104278564, 0.017341910861432552, 0.011122960597276688, 0.018734660930931568, 0.01324551086872816, 0.010365890804678202, 0.015315183904021978, 0.018126901239156723, 0.015407032333314419, 0.010049825999885798]","[0.0257159611210227, 0.03320150077342987, 0.003981130081228912, 0.0032643191516399384, 0.004179200390353799, 0.003533576149493456, 0.004139328142628074, 0.004536305787041783, 0.004576609469950199, 0.00425134995020926, 0.003969216835685074, 0.005019107135012746, 0.006466831313446164, 0.003947884775698185, 0.006417408352717757, 0.004286443814635277, 0.0060055735521018505, 0.004019922576844692]","[4.033975869379675, 3.617760304113567, 3.880557045342915, 3.533707927678917, 3.89682314226741, 4.936662073189808, 3.0750221660938046, 2.470999423351863, 2.4902072547611493, 4.079153930995248, 2.8023061116934165, 3.732668067641077, 2.0482227271318214, 2.6256822054399978, 2.3865060570029075, 4.22889043296584, 2.565455605472056, 2.5000048652116287]"
208,"[0.1874123364686966, 0.20098745822906494, 0.20969834923744202, 0.21268264949321747, 0.17526979744434357, 0.20964142680168152, 0.1282513290643692, 0.20919063687324524, 0.18125523626804352, 0.2426634430885315, 0.17609168589115143, 0.13443785905838013, 0.23928602039813995, 0.2537488639354706, 0.27977126836776733, 0.20755422115325928, 0.12019988149404526, 0.2063162475824356]","[0.042847417294979095, 0.05774175003170967, 0.03736043721437454, 0.04207751899957657, 0.05037135258316994, 0.05470239371061325, 0.039152972400188446, 0.05048733949661255, 0.04868076369166374, 0.06252031028270721, 0.04280244559049606, 0.03766476735472679, 0.07610397040843964, 0.03944714739918709, 0.040674179792404175, 0.03888390585780144, 0.04758605733513832, 0.05888483673334122]","[4.3739470964719676, 3.480799562165849, 5.612845161157802, 5.0545434842619335, 3.4795531280393823, 3.832399509073171, 3.2756473187653032, 4.143427618864347, 3.7233441409441626, 3.8813537871332495, 4.114056649376389, 3.569326681145919, 3.1441989046553616, 6.432628990067347, 6.878350584957931, 5.33779250243753, 2.525947477587888, 3.5037245414593663]"
209,"[0.24409353733062744, 0.17018331587314606, 0.3431762456893921, 0.28701069951057434, 0.2614764869213104, 0.19042962789535522, 0.2541957199573517, 0.21483628451824188, 0.2472291886806488, 0.264110803604126, 0.19673356413841248, 0.15501578152179718, 0.19711175560951233, 0.30166834592819214, 0.24627715349197388, 0.17847798764705658, 0.2672494947910309, 0.2021695077419281]","[0.06779861450195312, 0.05042967572808266, 0.05218923091888428, 0.03163022920489311, 0.06363289058208466, 0.05131017416715622, 0.05099422112107277, 0.04792207106947899, 0.05648320913314819, 0.05702643096446991, 0.04324718564748764, 0.03065151534974575, 0.05777927115559578, 0.06019892543554306, 0.03274093568325043, 0.03830650821328163, 0.05451861023902893, 0.03982904925942421]","[3.600273237495077, 3.3746660754032267, 6.575614157311071, 9.073936760033801, 4.109140485831192, 3.711342457637763, 4.984794636902656, 4.483034220427686, 4.377038636346848, 4.631375296284615, 4.5490489425602965, 5.057361104435022, 3.411461440534674, 5.011191541138026, 7.521994969067548, 4.659207951122381, 4.901986562374101, 5.075931047841707]"
210,"[0.1988893747329712, 0.36436641216278076, 0.124356709420681, 0.27703040838241577, 0.18520502746105194, 0.2310405671596527, 0.12864358723163605, 0.24462459981441498, 0.16872383654117584, 0.36292368173599243, 0.1335100382566452, 0.20910920202732086, 0.32945990562438965, 0.14882749319076538, 0.42852967977523804, 0.3173690438270569, 0.17779140174388885, 0.334139883518219]","[0.032806798815727234, 0.08485978841781616, 0.03756997361779213, 0.06322543323040009, 0.04956263676285744, 0.056204721331596375, 0.02917853184044361, 0.04639188572764397, 0.03528641536831856, 0.07630294561386108, 0.03425777703523636, 0.04498666152358055, 0.12495841085910797, 0.038940154016017914, 0.07673239707946777, 0.04886384308338165, 0.03455078601837158, 0.1243249848484993]","[6.062443819956787, 4.293746413422387, 3.3100025750826987, 4.381629262592603, 3.7367872162896263, 4.1106967828656344, 4.408843732614623, 5.27300401735229, 4.781552186019504, 4.756352180328727, 3.897218378160422, 4.648248946361859, 2.6365564619404407, 3.8219544054588392, 5.584729476539512, 6.494966908057064, 5.1457990463473795, 2.687632610013162]"
211,"[0.09919460117816925, 0.07202255353331566, 0.03546190820634365, 0.033068183809518814, 0.07908954471349716, 0.07322344556450844, 0.11420193687081337, 0.06251927092671394, 0.3149225562810898, 0.25116848945617676, 0.11786563321948051, 0.08625488728284836, 0.03319071792066097, 0.30801844596862793, 0.22624554485082626, 0.27300719916820526, 0.08636007457971573, 0.09134948253631592]","[0.026599418371915817, 0.020569530315697193, 0.021628716960549355, 0.022261928766965866, 0.027044554241001606, 0.02056954614818096, 0.02817853819578886, 0.021567138843238354, 0.05945395119488239, 0.033725716173648834, 0.016004934906959534, 0.020210735499858856, 0.006099174963310361, 0.011624915525317192, 0.008739293552935123, 0.009768837597221136, 0.031804708763957024, 0.025445672683417797]","[3.7292018867187275, 3.5014194504165808, 1.6395752124837526, 1.485414141589932, 2.9244166499735234, 3.5597987936638966, 4.052798483630363, 2.8988208116587866, 5.29691551111236, 7.4473878675532506, 7.364330683296201, 4.267775771121775, 5.441837317394569, 26.496402945708585, 25.88831047732009, 27.946743555841838, 2.7153235459770686, 3.589981042075013]"
212,"[0.35318294167518616, 0.4538387507200241, 0.07490083202719688, 0.17149561643600464, 0.10728715360164642, 0.2274462729692459, 0.0332216527312994, 0.06798107549548149, 0.01875043660402298, 0.030316095799207687, 0.10122102871537209, 0.0816691517829895, 0.11851727589964867, 0.0815139077603817, 0.21443507075309753, 0.02418929524719715, 0.12967242300510406, 0.1139775738120079]","[0.029420802369713783, 0.02265351451933384, 0.03687117248773575, 0.04552615247666836, 0.022702427580952644, 0.0147252157330513, 0.01443815277889371, 0.027354438789188862, 0.016803943552076817, 0.018941993825137615, 0.02635300252586603, 0.032530417665839195, 0.02278291806578636, 0.03941044211387634, 0.12519513815641403, 0.004548570606857538, 0.015056812670081854, 0.024315185844898224]","[12.004531257745642, 20.033922344927603, 2.031419859298229, 3.766969249683338, 4.7258009399690994, 15.44604011870157, 2.300962819832755, 2.4851935738615576, 1.1158354909913748, 1.6004701553104554, 3.8409675943385007, 2.5105472859867954, 5.20202353172787, 2.0683327409737635, 1.7128066944995144, 5.317999287672652, 8.612209359738227, 4.687505764465399]"
213,"[0.20834295451641083, 0.15108555555343628, 0.1474834680557251, 0.24253160506486893, 0.07015446573495865, 0.28112536668777466, 0.049456462264060974, 0.07829145714640617, 0.029447432607412338, 0.03994300961494446, 0.080756776034832, 0.0891292355954647, 0.05990056321024895, 0.12885434180498123, 0.29173643887043, 0.041756222024559975, 0.10012976452708244, 0.12471096962690353]","[0.004371503600850701, 0.00986827490851283, 0.03561098873615265, 0.04940501227974892, 0.026439734734594822, 0.03225241042673588, 0.013689086772501469, 0.04009385406970978, 0.01730408798903227, 0.032553764060139656, 0.022810821421444416, 0.03042532131075859, 0.023212609812617302, 0.056448228657245636, 0.0526439156383276, 0.0066654980182647705, 0.014396146405488253, 0.018369225785136223]","[47.65933498850761, 15.310229696084255, 4.141515675075833, 4.9090485736865705, 2.6533725258281695, 8.716414152249957, 3.61283868573386, 1.9527046965922399, 1.7017616083596432, 1.226985903723881, 3.5402835585268617, 2.9294427061300428, 2.580518248219111, 2.2826994729522236, 5.54169338152404, 6.264531458885704, 6.955317187446073, 6.789124979225612]"
214,"[0.4473075270652771, 0.21614771336317062, 0.28902600705623627, 0.2556099593639374, 0.22398991137742996, 0.3361145555973053, 0.05649078078567982, 0.08634922280907631, 0.05275405012071133, 0.15279484540224075, 0.08745774999260902, 0.10204179212450981, 0.10876040160655975, 0.08585472032427788, 0.3373180329799652, 0.06607421487569809, 0.02845115400850773, 0.018185839988291264]","[0.011520041152834892, 0.005804590880870819, 0.04860720410943031, 0.03306150063872337, 0.017895652912557125, 0.022484466433525085, 0.0296530919149518, 0.027274287305772305, 0.028269671835005283, 0.02518785558640957, 0.021658104844391346, 0.03162841033190489, 0.031311819329857826, 0.023913956247270107, 0.07882995530962944, 0.013926327228546143, 0.0042760418727993965, 0.0064752064645290375]","[38.8286396837395, 37.23737258994274, 5.946155767477318, 7.731347773868241, 12.516442538973218, 14.948745018745356, 1.9050553293970605, 3.165957073085515, 1.8661005486235587, 6.066210951466752, 4.038107240729207, 3.2262700228590377, 3.4734615852503254, 3.590151267173896, 4.279059041135347, 4.744554238267457, 6.653619130694249, 2.8085343823262905]"
215,"[0.01144002377986908, 0.016795937903225422, 0.015427971258759499, 0.01401420310139656, 0.013622693251818419, 0.02099670935422182, 0.014976656064391136, 0.014235390815883875, 0.014776915777474642, 0.028262082487344742, 0.024063349701464176, 0.013477429747581482, 0.01137854577973485, 0.05778411030769348, 0.020560956560075283, 0.016791999340057373, 0.013803113251924515, 0.01027905335649848]","[0.00566383870318532, 0.007237098412588239, 0.006568645127117634, 0.005101260030642152, 0.006227241596207023, 0.006474507739767432, 0.007471582153812051, 0.004585142247378826, 0.0062501090578734875, 0.006378663005307317, 0.006063124863430858, 0.005223213694989681, 0.004095183685421944, 0.012705258559435606, 0.007210067939013243, 0.004718949319794774, 0.0060711216647177935, 0.005965590011328459]","[2.019835729685462, 2.3208110413436547, 2.3487296025579933, 2.747204223508763, 2.1875967137867147, 3.2429815822532375, 2.004482552166002, 3.1046781207326286, 2.3642652697171145, 4.43072199673027, 3.96880325632083, 2.5802945340929817, 2.7785190247363647, 4.548046782155402, 2.8517008069814693, 3.5584190891008878, 2.2735688747832286, 1.7230572897196919]"
216,"[0.18208874762058258, 0.2505384162068367, 0.19373014569282532, 0.16528885066509247, 0.23484136164188385, 0.45341916382312775, 0.16712404787540436, 0.40766361355781555, 0.11546776071190834, 0.3004200756549835, 0.2172180637717247, 0.5972926914691925, 0.22720090299844742, 0.1518564224243164, 0.2770695090293884, 0.19150175154209137, 0.21248449385166168, 0.37818677723407745]","[0.03226627968251705, 0.04987766779959202, 0.023332880809903145, 0.052721962332725525, 0.0270319152623415, 0.044623494148254395, 0.0250394344329834, 0.04634220153093338, 0.04181257635354996, 0.04667608253657818, 0.04330427013337612, 0.06016245670616627, 0.07092155143618584, 0.037946917116642, 0.05242555029690266, 0.04501792974770069, 0.04130769520998001, 0.04341730289161205]","[5.643313992571767, 5.023057958794257, 8.302881554625722, 3.1351042971800487, 8.68755910792027, 10.160996409575533, 6.674433814497776, 8.796811547368987, 2.7615557514456994, 6.436274411408805, 5.016088785302194, 9.927997029549058, 3.203552353234678, 4.001811845677399, 5.285009074015536, 4.2538995599164, 5.143944554919758, 8.710508300761832]"
217,"[0.406505286693573, 0.5218781232833862, 0.19567693769931793, 0.14853593707084656, 0.4084007441997528, 0.426979124546051, 0.056188296526670456, 0.06049170717597008, 0.08748418837785721, 0.15153443813323975, 0.08393251895904541, 0.07862792909145355, 0.1212116926908493, 0.2383851706981659, 0.30539771914482117, 0.015096607618033886, 0.04425649717450142, 0.08124195784330368]","[0.009707145392894745, 0.025600023567676544, 0.05432397127151489, 0.05010788142681122, 0.015848711133003235, 0.012590472586452961, 0.032141365110874176, 0.03174220398068428, 0.030076418071985245, 0.030316198244690895, 0.026408124715089798, 0.03054196946322918, 0.02542334794998169, 0.05084821581840515, 0.04996426776051521, 0.005065299570560455, 0.004897109232842922, 0.013184472918510437]","[41.87691337054858, 20.38584542329591, 3.6020366906040673, 2.96432283387997, 25.768703888438107, 33.91287512157964, 1.7481614838960478, 1.905718557311912, 2.908730293895754, 4.998464415299076, 3.1782839510404823, 2.5744223595703994, 4.767731336145152, 4.688171784620994, 6.112322522339953, 2.9803977845210654, 9.037269758593718, 6.161942031770071]"
218,"[0.01089101005345583, 0.022364011965692043, 0.016531778499484062, 0.014149884693324566, 0.015462853014469147, 0.027712497860193253, 0.01042931154370308, 0.012725901789963245, 0.013315914198756218, 0.020341500639915466, 0.018461144529283047, 0.01491597993299365, 0.008863373659551144, 0.017744175158441067, 0.011056208051741123, 0.01870267279446125, 0.01288425037637353, 0.013182145543396473]","[0.004296054132282734, 0.005288018146529794, 0.005575760966166854, 0.00552178593352437, 0.0068155620247125626, 0.010347129311412573, 0.006990910042077303, 0.005927468184381723, 0.006262891460210085, 0.0064436448737978935, 0.006024733884260058, 0.003782251034863293, 0.0038681908044964075, 0.006155561888590455, 0.0063900453969836235, 0.004632157972082496, 0.006168195977807045, 0.0051119530107825994]","[2.5351193718941403, 4.229185934312308, 2.9649367323666134, 2.562555822277806, 2.2687568476968374, 2.6782788758257037, 1.491838899503859, 2.14693717352962, 2.1261607810635033, 3.1568314266714324, 3.0642257208262396, 3.9436779302865017, 2.2913486194239194, 2.882624767583038, 1.7302237096719422, 4.037572316656771, 2.088819879058742, 2.5786906717631175]"
219,"[0.13365581631660461, 0.18123796582221985, 0.04646594077348709, 0.041552044451236725, 0.03605784848332405, 0.04364064708352089, 0.12073475122451782, 0.06219980865716934, 0.05387764051556587, 0.0370388962328434, 0.23242852091789246, 0.19151896238327026, 0.09790783375501633, 0.19129149615764618, 0.08454900234937668, 0.18541572988033295, 0.14234673976898193, 0.1298639327287674]","[0.02550061047077179, 0.025069816038012505, 0.023120159283280373, 0.018305564299225807, 0.01576876826584339, 0.01735934428870678, 0.04300187900662422, 0.02645680122077465, 0.03049885854125023, 0.02626868337392807, 0.07235046476125717, 0.08981961756944656, 0.015668148174881935, 0.012887822464108467, 0.006137019023299217, 0.02457321062684059, 0.02155694179236889, 0.01991642825305462]","[5.241279085055545, 7.2293297065847995, 2.009758678742733, 2.2699133319257507, 2.2866623362985607, 2.513957114838235, 2.807662223455846, 2.350995048045651, 1.7665461296754907, 1.4100020052624667, 3.212536666970455, 2.1322620555046563, 6.248845279110599, 14.84280969033965, 13.776884514841171, 7.54544176973801, 6.603290074261479, 6.520442876540874]"
220,"[0.2631947994232178, 0.3987831175327301, 0.2594476342201233, 0.6633354425430298, 0.2730465233325958, 0.6996378302574158, 0.26351118087768555, 0.5761547684669495, 0.3436884582042694, 0.8124308586120605, 0.2812831699848175, 0.3997589945793152, 0.33901092410087585, 0.2606320381164551, 0.3533896803855896, 0.1775008738040924, 0.3717920482158661, 0.3479890525341034]","[0.06140005216002464, 0.03694727644324303, 0.0440240316092968, 0.04536169767379761, 0.04048135131597519, 0.052688390016555786, 0.025828521698713303, 0.048538003116846085, 0.04838186874985695, 0.045556459575891495, 0.03990956023335457, 0.06619628518819809, 0.06752073019742966, 0.04643708094954491, 0.04888252541422844, 0.04310895502567291, 0.06834413856267929, 0.052152760326862335]","[4.286556609712042, 10.793302130004772, 5.893318370354211, 14.623249934629186, 6.744995274523933, 13.278785516839195, 10.202333062322063, 11.870178653208406, 7.103662324024754, 17.83349422179417, 7.048014769898016, 6.038994385301048, 5.020842089675463, 5.61258444301524, 7.229366269254309, 4.117494235209003, 5.439999040662292, 6.672495383813167]"
221,"[0.021327066235244274, 0.01206587441265583, 0.009887340478599072, 0.14625170826911926, 0.022212124429643154, 0.14405767619609833, 0.026369704864919186, 0.022094584070146084, 0.011977189686149359, 0.01975850947201252, 0.021001027897000313, 0.053988249972462654, 0.012880919501185417, 0.039455678313970566, 0.17233557254076004, 0.018163091503083706, 0.011314446572214365, 0.016963554546236992]","[0.00632711173966527, 0.00378539995290339, 0.005793861811980605, 0.007057640235871077, 0.009533521253615618, 0.027101481333374977, 0.005368501180782914, 0.006130957277491689, 0.005460437620058656, 0.003624010947532952, 0.008649180177599192, 0.007162602385506034, 0.004150405526161194, 0.015968425199389458, 0.019861720502376556, 0.004291951190680265, 0.004015493206679821, 0.006375657860189676]","[3.370742783242289, 3.187476769370524, 1.7065198997590745, 20.722465779111566, 2.329897195248727, 5.315490855427668, 4.911930532736433, 3.603773941022383, 2.1934486793057992, 5.452110867783978, 2.428094624666462, 7.537518776933814, 3.103532756014634, 2.47085594360796, 8.676769594061058, 4.2318960994998855, 2.81769784926859, 2.660675167681022]"
222,"[0.17755523324012756, 0.018744931556284428, 0.01323539949953556, 0.18930524587631226, 0.03451765887439251, 0.020110630430281162, 0.017310182563960552, 0.014664302114397287, 0.01039250660687685, 0.01686647441238165, 0.01576810283586383, 0.036460988223552704, 0.012430096976459026, 0.15460233390331268, 0.052647665143013, 0.022922664880752563, 0.009318079333752394, 0.015548859257251024]","[0.011209725867956877, 0.0036744854878634214, 0.0056981968227773905, 0.010005348827689886, 0.01629301719367504, 0.0057474360801279545, 0.006416063057258725, 0.005581915378570557, 0.004047565395012498, 0.0052347376476973295, 0.006087067071348429, 0.006911471718922257, 0.003914983943104744, 0.09313333407044411, 0.008027056697756052, 0.004332209704443812, 0.004714278504252434, 0.004014753154478967]","[15.83939119757345, 5.101375857435735, 2.3227347020779847, 18.92040438934107, 2.118555358045794, 3.4990611726530836, 2.6979445821338857, 2.6271093558126624, 2.5675944901798826, 3.2220285996187257, 2.5904269907068436, 5.275430430212085, 3.1750058639069274, 1.660010730275958, 6.558775791097944, 5.29121774904834, 1.9765653058781276, 3.8729303294535797]"
